Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Madeleine Dean,Female,White,,,Yes,No,Pennsylvania,Representative,4,Won,,Madeleine Dean,DEM,"DEAN, MADELEINE",H,DEM,PA,4.0,C,I,2018-02-21,2055980.52,1925679.55,704894.98,0.0,House
,,,,,,,,,,,,Madeline Parra,,"PARRA, MADELINE",H,DEM,NC,12.0,C,C,2021-04-02,58369.0,58369.0,0.0,0.0,House
Madison Cawthorn,Male,White,,,Yes,No,North Carolina,Representative,11,Lost,,Madison Cawthorn,REP,,,,,,,,,,,,,
Madison Gesiotto Gilbert,Female,White,,,No,No,Ohio,Representative,13,Won,,Madison Gilbert,REP,"GILBERT, MADISON GESIOTTO",H,REP,OH,13.0,C,C,2021-11-23,2197170.59,2193907.16,3263.43,250000.0,House
Madison Horn,Female,Native American (Cherokee),White,,No,No,Oklahoma,Senator,,Made runoff,Won,Madison Horn,DEM,,,,,,,,,,,,,
Madison Oatman,Female,White,,,No,No,Oregon,Representative,5,Lost,,Madison Oatman,REP,"OATMAN, MADISON",H,REP,OR,5.0,N,C,2022-02-15,0.0,0.0,0.0,0.0,House
Maggie Hassan,Female,White,,,Yes,No,New Hampshire,Senator,,Won,,Maggie Hassan,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Mahendranath Rambaransingh,,"RAMBARANSINGH, MAHENDRANATH TROY",H,REP,FL,10.0,C,O,2021-09-15,11879.28,11879.28,0.0,3229.28,House
"Mahesh ""Max"" Ganorkar",Male,Asian (Indian),,,No,No,North Carolina,Representative,2,Lost,,Mahesh Ganorkar,REP,"GANORKAR, MAHESH",H,REP,NC,2.0,C,C,2021-11-12,21581.3,20666.91,541.94,0.0,House
Maite Salazar,Female,Latino,,,No,Yes,Missouri,Representative,5,Lost,,Maite Salazar,DEM,"SALAZAR, MAITE",H,DEM,MO,5.0,N,C,2019-04-25,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Major Singh,,"SINGH, MAJOR",H,NPA,CA,14.0,C,O,2022-03-10,15000.0,13744.23,1255.77,17073.7,House
Major Williams,Male,Black,,,No,No,California,Governor,,Lost,,Major Williams,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Malcolm Colombo,,"COLOMBO, MALCOLM THOMAS",H,DEM,MD,1.0,N,C,2021-02-22,1967.5,1589.41,378.09,0.0,House
Malcolm Kenyatta,Male,Black,,,No,No,Pennsylvania,Senator,,Lost,,Malcolm Kenyatta,DEM,,,,,,,,,,,,,
Malgorzata McGonigal,Female,White,,,No,No,Illinois,Representative,5,Lost,,Malgorzata Mcgonigal,REP,"MCGONIGAL, MALGORZATA",H,REP,IL,5.0,C,C,2022-01-11,23148.51,20018.82,0.0,0.0,House
Malika Sanders-Fortier,Female,Black,,,No,No,Alabama,Governor,,Made runoff,Lost,Malika Sanders-Fortier,DEM,,,,,,,,,,,,,
Mallory Staples,Female,White,,,No,No,Georgia,Representative,6,Lost,,Mallory Staples,REP,,,,,,,,,,,,,
Mandela Barnes,Male,Black,,,No,No,Wisconsin,Senator,,Won,,Mandela Barnes,DEM,,,,,,,,,,,,,
Manga Anantatmula,Female,Asian (Indian),,,No,No,Virginia,Representative,11,Lost,,Manga Anantatmula,REP,"ANANTATMULA, MANGA",H,REP,VA,11.0,C,C,2020-02-27,79012.82,92839.06,0.0,0.0,House
,,,,,,,,,,,,Manuel Asensio,,"ASENSIO, MANUEL P",H,REP,FL,3.0,C,C,2021-09-05,102402.59,62568.95,39833.64,0.0,House
,,,,,,,,,,,,Manuel Casanova Dominguez,,"CASANOVA DOMINGUEZ, MANUEL IGNACIO",H,DEM,NY,16.0,C,C,2021-10-06,69311.6,69270.3,41.3,50000.0,House
,,,,,,,,,,,,Manuel Salazar,,"SALAZAR, MANUEL RICHARD III",H,DEM,TX,6.0,N,C,,0.0,0.0,0.0,0.0,House
Mara H. Macie,Female,White,,,No,Yes,Florida,Representative,5,Lost,,Mara Macie,REP,"MACIE, MARA HEATHER",H,REP,FL,5.0,C,C,2022-05-09,24304.55,21429.11,2875.44,0.0,House
,,,,,,,,,,,,Marc Cenedella,,"CENEDELLA, MARC CHRISTIAN",H,REP,NY,23.0,C,O,2022-05-20,39838.56,39498.56,340.0,43838.56,House
Marc McMain,Male,White,,,No,No,Georgia,Representative,10,Lost,,Marc Mcmain,REP,"MCMAIN, MARC",H,REP,GA,10.0,C,O,2021-05-06,667444.2,667444.2,0.0,0.0,House
Marc Thielman,Male,White,,,No,No,Oregon,Governor,,Lost,,Marc Thielman,REP,,,,,,,,,,,,,
Marc Veasey,Male,Black,,,Yes,No,Texas,Representative,33,Won,,Marc Veasey,DEM,"VEASEY, MARC ALLISON",H,DEM,TX,33.0,C,I,2011-12-02,1846105.83,1503704.24,810745.15,0.0,House
Marco Gutierrez,Male,White,Latino,,No,No,North Carolina,Representative,11,Lost,,Marco Gutierrez,DEM,"GUTIERREZ, MARCO",H,DEM,NC,11.0,N,C,,0.0,0.0,0.0,0.0,House
Marco Lopez,Male,Latino (Mexican),,,No,No,Arizona,Governor,,Lost,,Marco Lopez,DEM,,,,,,,,,,,,,
Marco Rubio,Male,Latino (Cuban),,,Yes,No,Florida,Senator,,Won,,Marco Rubio,REP,,,,,,,,,,,,,
Marcos Arroyo,Male,Latino,,,No,No,New Jersey,Representative,8,Won,,Marcos Arroyo,REP,"ARROYO, MARCOS",H,REP,NJ,8.0,N,O,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marcos Urrea,,"URREA, MARCOS J",H,DEM,AZ,6.0,C,C,2021-04-08,10623.37,10350.51,272.86,0.0,House
Marcus Flowers,Male,Black,,,No,No,Georgia,Representative,14,Won,,Marcus Flowers,DEM,"FLOWERS, MARCUS",H,DEM,GA,13.0,C,C,2021-02-16,16972737.74,16349414.34,623323.4,0.0,House
,,,,,,,,,,,,Marcus Furze,,"FURZE, MARCUS",H,DEM,CT,5.0,C,C,2022-03-14,6501.43,1351.43,5150.0,5000.0,House
,,,,,,,,,,,,Marcus Godfrey,,"GODFREY, MARCUS SCOTT",H,LIB,CA,1.0,N,C,2021-03-05,0.0,0.0,0.0,0.0,House
Marcus Lewis,Male,Black,,,No,No,Illinois,Representative,1,Lost,,Marcus Lewis,DEM,,,,,,,,,,,,,
Marcus Molinaro,Male,White,,,No,No,New York,Representative,19,Won,,Marcus Molinaro,REP,"MOLINARO, MARCUS J.",H,REP,NY,19.0,C,C,2021-09-17,2491602.09,2429587.14,62014.95,59288.25,House
,,,,,,,,,,,,Marcus Murphy,,"MURPHY, MARCUS",H,UN,CO,5.0,C,C,2018-02-01,645.91,645.91,5013.13,0.0,House
,,,,,,,,,,,,Marcus Primm,,"PRIMM, MARCUS A",H,DEM,TX,21.0,N,C,2021-07-26,0.0,0.0,0.0,0.0,House
Marcus W. Williams,Male,Black,,,No,No,North Carolina,Senator,,Lost,,Marcus Williams,DEM,,,,,,,,,,,,,
Marcy Kaptur,Female,White,,,Yes,No,Ohio,Representative,9,Won,,Marcy Kaptur,DEM,"KAPTUR, MARCY",H,DEM,OH,9.0,C,I,1982-04-20,3393468.71,3785817.76,380046.87,0.0,House
,,,,,,,,,,,,Margaret Schiller,,"SCHILLER, MARGARET ANN MS",H,DEM,FL,1.0,C,C,2021-11-17,43792.06,43728.51,63.55,8405.46,House
Margarita Maria Carranza,Female,Latino (Mexican),,,No,No,California,Representative,29,Lost,,Margarita Carranza,REP,"CARRANZA, MARGARITA MARIA MMC MMC",H,REP,CA,29.0,C,C,2022-04-11,7600.0,7830.2,-230.2,0.0,House
,,,,,,,,,,,,Mari Barosay,,"BAROSAY, MARI MS",H,DEM,CA,50.0,N,C,2021-06-06,0.0,0.0,0.0,0.0,House
Maria Elvira Salazar,Female,Latino (Cuban),,,Yes,No,Florida,Representative,27,Won,,Maria Salazar,REP,"SALAZAR, MARIA ELVIRA",H,REP,FL,27.0,C,I,2018-03-01,5647931.39,5639309.43,29880.16,39635.75,House
Mariannette Miller-Meeks,Female,White,,,Yes,No,Iowa,Representative,1,Won,,Mariannette Miller-Meeks,REP,"MILLER-MEEKS, MARIANNETTE JANE",H,REP,IA,1.0,C,I,2007-11-23,4911923.34,5035997.48,328338.42,0.0,House
,,,,,,,,,,,,Marie Davis,,"DAVIS, MARIE",H,FED,UT,1.0,N,C,2020-10-05,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marie Gluesenkamp Perez,,"GLUESENKAMP PEREZ, MARIE",H,DEM,WA,3.0,C,C,2022-02-22,3924093.95,3857780.82,66313.13,13000.0,House
Marie Newman,Female,White,,,Yes,Yes,Illinois,Representative,6,Lost,,Marie Newman,DEM,"NEWMAN, MARIE",H,DEM,IL,6.0,C,I,2017-04-03,1587957.66,1690798.2,0.0,0.0,House
Marie Gluesenkamp Perez,Female,White,Latino (Mexican),,No,No,Washington,Representative,3,Won,,Marie Perez,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Marie Soderberg,,"SODERBERG, MARIE KATHRYN",H,DEM,CO,4.0,N,C,2022-03-24,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marie Soderberg,,"SODERBERG, MARIE K",H,DEM,CO,4.0,N,C,2022-03-24,0.0,0.0,0.0,0.0,House
Mariela Roca,Female,Latino (Puerto Rican),,,No,No,Maryland,Representative,6,Lost,,Mariela Roca,REP,"ROCA, MARIELA",H,REP,MD,6.0,C,C,2021-07-11,93703.95,93677.89,26.06,5218.71,House
Marilyn Jackson,Female,Black,,,No,No,Texas,Representative,35,Lost,,Marilyn Jackson,REP,"JACKSON, MARILYN",H,REP,TX,35.0,C,C,2021-11-18,5992.52,5992.52,0.0,0.0,House
,,,,,,,,,,,,Marilyn Miller,,"MILLER, MARILYN",H,REP,NY,5.0,N,C,2022-03-15,0.0,0.0,0.0,0.0,House
Marilyn Strickland,Female,Black,,,Yes,No,Washington,Representative,10,Won,,Marilyn Strickland,DEM,"STRICKLAND, MARILYN",H,DEM,WA,10.0,C,I,2020-01-01,1911259.96,1485333.24,457952.27,50000.0,House
,,,,,,,,,,,,Marina Zimmerman,,"ZIMMERMAN, MARINA",H,REP,CO,3.0,C,C,2021-04-09,51286.62,42385.03,8901.59,2736.0,House
Mario DeSantis,Male,White,,,No,Yes,New Jersey,Representative,1,Lost,,Mario Desantis,DEM,"DESANTIS, MARIO",H,DEM,NJ,1.0,C,C,2021-09-14,9705.98,8548.74,-318.83,0.0,House
Mario Diaz-Balart,Male,Latino (Cuban),,,Yes,No,Florida,Representative,26,Won,,Mario Diaz-Balart,REP,"DIAZ-BALART, MARIO",H,REP,FL,26.0,C,I,2002-04-03,1823501.56,1477235.65,1279509.7,0.0,House
Mario Fratto,Male,White,,,No,Yes,New York,Representative,24,Lost,,Mario Fratto,REP,"FRATTO, MARIO",H,REP,NY,24.0,C,O,2022-01-01,374069.53,371033.99,3035.54,50000.0,House
Marisa Wood,Female,White,,,No,No,California,Representative,20,Won,,Marisa Wood,DEM,"WOOD, MARISA",H,DEM,CA,20.0,C,C,2021-05-12,1051451.47,1046953.62,4497.85,0.0,House
,,,,,,,,,,,,Marissa Mitchell,,"MITCHELL, MARISSA M",H,REP,AZ,2.0,N,C,2021-01-20,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marissa Selvig,,"SELVIG, MARISSA JOY",H,CON,WY,0.0,C,C,2021-01-20,22622.84,19936.16,2686.68,0.0,House
Marjorie K. Eastman,Female,White,,,No,No,North Carolina,Senator,,Lost,,Marjorie Eastman,REP,,,,,,,,,,,,,
Marjorie Taylor Greene,Female,White,,,Yes,No,Georgia,Representative,14,Won,,Marjorie Greene,REP,"GREENE, MARJORIE TAYLOR MRS.",H,REP,GA,14.0,C,I,2019-05-29,12588124.11,11001460.9,1958194.38,950000.0,House
Mark Alford,Male,White,,,No,No,Missouri,Representative,4,Won,,Mark Alford,REP,"ALFORD, MARK",H,REP,MO,4.0,C,O,2021-10-27,1038063.25,981421.09,56642.16,9665.0,House
Mark Ambrose,Male,White,,,No,No,Michigan,Representative,11,Won,,Mark Ambrose,REP,"AMBROSE, MARK",H,REP,MI,11.0,C,C,2022-04-22,668345.01,668345.01,0.0,0.0,House
Mark E. Amodei,Male,White,,,Yes,No,Nevada,Representative,2,Won,,Mark Amodei,REP,"AMODEI, MARK EUGENE",H,REP,NV,2.0,C,I,2011-05-19,1219752.54,1264414.97,279653.65,9000.0,House
,,,,,,,,,,,,Mark Andrews,,"ANDREWS, MARK T",H,NOP,CA,9.0,N,O,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Argyle,,"ARGYLE, MARK MR",H,ICD,KY,38.0,N,C,2022-03-30,0.0,0.0,0.0,0.0,House
Mark Baker,Male,Black,,,No,Yes,Georgia,Representative,13,Lost,,Mark Baker,DEM,"BAKER, MARK",H,DEM,GA,13.0,C,C,2021-12-07,122085.0,118944.24,3772.76,107000.0,House
,,,,,,,,,,,,Mark Braxill,,"BRAXILL, MARK",H,REP,MN,3.0,C,C,2022-01-03,168372.0,168372.0,0.0,0.0,House
Mark Brnovich,Male,White (Serbian),,,No,No,Arizona,Senator,,Lost,,Mark Brnovich,REP,,,,,,,,,,,,,
Mark Burns,Male,Black,,,No,Yes,South Carolina,Representative,4,Lost,,Mark Burns,REP,"BURNS, MARK",H,REP,SC,4.0,C,C,2021-10-05,250045.09,248699.34,1345.75,109590.8,House
,,,,,,,,,,,,Mark Burr,,"BURR, MARK MR",H,ICD,MN,14.0,N,C,2022-04-05,0.0,0.0,0.0,0.0,House
Mark Joseph Carroll,Male,White,,,No,No,Illinois,Representative,11,Lost,,Mark Carroll,REP,"CARROLL, MARK JOSEPH",H,REP,IL,11.0,N,C,2022-02-15,0.0,0.0,0.0,0.0,House
Mark Joseph Carroll,Male,White,,,No,No,Illinois,Representative,11,Lost,,Mark Carroll,REP,"CARROLL, MARK JOSEPH",H,REP,IL,11.0,C,C,2022-02-21,47407.79,47407.79,0.0,0.0,House
Mark Cavener,Male,White,,,No,Yes,Oregon,Representative,2,Lost,,Mark Cavener,REP,"CAVENER, MARK",H,REP,OR,2.0,N,C,2022-03-12,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Clay,,"CLAY, MARK DANIEL",H,REP,GA,14.0,C,C,2021-04-30,6000.0,6000.0,0.0,0.0,House
,,,,,,,,,,,,Mark Crain,,"CRAIN, MARK BREWER",H,IND,TN,9.0,N,C,2021-02-25,0.0,0.0,0.0,0.0,House
Mark DeLuzio,Male,White (Italian),,,No,No,Arizona,Representative,2,Lost,,Mark Deluzio,REP,"DELUZIO, MARK",H,REP,AZ,2.0,C,O,2022-01-04,1336959.93,1331651.61,5308.32,1125000.0,House
Mark DeSaulnier,Male,White,,,Yes,No,California,Representative,10,Won,,Mark Desaulnier,DEM,"DESAULNIER, MARK",H,DEM,CA,10.0,C,I,2009-03-27,618156.84,524180.45,575364.4,0.0,House
,,,,,,,,,,,,Mark Elworth,,"ELWORTH, MARK",H,OTH,NE,3.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Faulkner,,"FAULKNER, MARK EUGENE",H,REP,MO,1.0,N,C,2022-04-27,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Gamba,,"GAMBA, MARK",H,DEM,OR,5.0,N,C,2019-04-08,2396.38,17354.46,0.0,0.0,House
Mark Gonsalves,Male,White,,,No,No,Georgia,Representative,7,Made runoff,Won,Mark Gonsalves,REP,"GONSALVES, MARK",H,REP,GA,7.0,C,C,2019-04-29,567363.58,564475.64,2887.94,0.0,House
Mark Gordon,Male,White,,,Yes,No,Wyoming,Governor,,Won,,Mark Gordon,REP,,,,,,,,,,,,,
Mark Gorman,Male,White,,,No,Yes,California,Representative,6,Lost,,Mark Gorman,DEM,"GORMAN, MARK EDWARD",H,DEM,CA,6.0,N,C,2021-08-07,0.0,0.0,0.0,0.0,House
Mark E. Green,Male,White,,,Yes,No,Tennessee,Representative,7,Won,,Mark Green,REP,"GREEN, MARK DR.",H,REP,TN,7.0,C,I,2017-10-13,1768891.7,1915750.51,127347.31,0.0,House
Mark Harmon,Male,White,,,No,No,Tennessee,Representative,2,Won,,Mark Harmon,DEM,"HARMON, MARK DESMOND DR.",H,DEM,TN,2.0,C,C,2021-07-12,83126.99,81494.79,1632.2,0.0,House
Mark Harmon,Male,White,,,No,No,Tennessee,Representative,2,Won,,Mark Harmon,DEM,"HARMON, MARK DESMOND",H,DEM,TX,2.0,N,C,1997-09-29,0.0,0.0,0.0,0.0,House
Mark Haugen,Male,White,,,No,No,North Dakota,Representative,At-Large,Won,,Mark Haugen,DEM,"HAUGEN, MARK",H,DEM,ND,0.0,C,C,2022-03-30,24637.49,23444.68,1192.81,0.0,House
Mark R. Holland,Male,White,,,No,No,Kansas,Senator,,Won,,Mark Holland,DEM,,,,,,,,,,,,,
Mark Jaffe,Male,White,,,No,Yes,New York,Representative,16,Lost,,Mark Jaffe,DEM,"JAFFE, MARK",H,DEM,NY,16.0,C,C,2022-06-14,102450.0,54659.84,47790.16,57555.96,House
Mark Kelly,Male,White,,,Yes,No,Arizona,Senator,,Won,,Mark Kelly,DEM,,,,,,,,,,,,,
Mark Kilbane,Male,White,,,No,No,New Hampshire,Representative,1,Lost,,Mark Kilbane,REP,"KILBANE, MARK",H,REP,NH,1.0,N,C,2022-01-29,130.0,0.0,130.0,0.0,House
Mark Leyva,Male,Latino (Mexican),,,No,No,Indiana,Representative,1,Lost,,Mark Leyva,REP,"LEYVA, MARK J",H,REP,IN,1.0,N,C,2000-04-25,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Lindquist,,"LINDQUIST, MARK J.",H,DFL,MN,7.0,C,C,2021-07-03,64755.28,61295.67,959.61,39374.29,House
,,,,,,,,,,,,Mark Littles,,"LITTLES, MARK",H,REP,MA,9.0,C,C,2020-12-05,72491.2,72966.9,24.3,13993.12,House
Mark Lombardo,Male,White,,,No,Yes,Florida,Representative,1,Lost,,Mark Lombardo,REP,"LOMBARDO, MARK",H,REP,FL,1.0,C,C,2022-06-16,789690.0,789690.0,0.0,0.0,House
Mark McBride,Male,White,,,No,Yes,South Carolina,Representative,7,Lost,,Mark Mcbride,REP,"MCBRIDE, MARK STRUTHERS",H,REP,SC,7.0,C,C,2021-05-18,51353.81,48511.86,2841.95,0.0,House
Mark McCloskey,Male,White,,,No,No,Missouri,Senator,,Lost,,Mark Mccloskey,REP,,,,,,,,,,,,,
Mark P. Meuser,Male,White,,,No,No,California,Senator,,Won,,Mark Meuser,REP,,,,,,,,,,,,,
Mark P. Meuser,Male,White,,,No,No,California,Senator (unexpired term),,Won,,Mark Meuser,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Mark Moores,,"MOORES, MARK",H,REP,NM,1.0,C,O,2021-03-19,781532.96,781532.96,0.0,0.0,House
,,,,,,,,,,,,Mark Mosley,,"MOSLEY, MARK",H,LIB,GA,8.0,N,C,2021-10-09,354.17,123.16,231.01,0.0,House
Mark Mowry,Male,White,,,No,Yes,South Dakota,Senator,,Lost,,Mark Mowry,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Mark Murray,,"MURRAY, MARK NICHOLAS",H,REP,TX,20.0,N,C,2021-06-26,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Napier,,"NAPIER, MARK NOAH",H,NPA,FL,23.0,C,C,2022-02-05,28535.94,28535.94,0.0,0.0,House
Mark Neumann,Male,White,,,No,No,Wisconsin,Representative,3,Lost,,Mark Neumann,DEM,"NEUMANN, MARK ALLEN",H,DEM,WI,3.0,C,O,2019-08-19,69326.39,70226.65,0.0,1000.0,House
Mark Pierce,Male,White,,,No,Yes,California,Representative,27,Lost,,Mark Pierce,REP,"PIERCE, MARK",H,REP,CA,27.0,N,C,,0.0,0.0,0.0,0.0,House
Mark Pocan,Male,White,,,Yes,No,Wisconsin,Representative,2,Won,,Mark Pocan,DEM,"POCAN, MARK",H,DEM,WI,2.0,C,I,2011-09-07,1143752.09,1002074.85,992689.86,0.0,House
Mark Pukita,Male,White,,,No,No,Ohio,Senator,,Lost,,Mark Pukita,REP,,,,,,,,,,,,,
Mark Ramsey,Male,White,,,No,No,Texas,Representative,38,Lost,,Mark Ramsey,REP,"RAMSEY, MARK",H,REP,TX,38.0,C,O,2021-12-14,150438.98,150438.98,0.0,0.0,House
Mark Robertson,Male,White,,,No,No,Nevada,Representative,1,Won,,Mark Robertson,REP,"ROBERTSON, MARK",H,REP,NV,1.0,C,C,2021-01-08,1337673.46,1168642.84,169030.62,8050.0,House
Mark V. Ronchetti,Male,White,,,No,No,New Mexico,Governor,,Won,,Mark Ronchetti,REP,,,,,,,,,,,,,
Mark Sherwood,Male,White,,,No,Yes,Oklahoma,Governor,,Lost,,Mark Sherwood,REP,,,,,,,,,,,,,
Mark D. Strauss,Male,White,,,No,Yes,Mississippi,Representative,1,Lost,,Mark Strauss,REP,"STRAUSS, MARK D",H,REP,MS,1.0,N,C,,0.0,0.0,0.0,0.0,House
Mark Sweeney,Male,White,,,No,No,Montana,Representative,2,Lost,,Mark Sweeney,DEM,"SWEENEY, MARK",H,DEM,MT,2.0,C,C,2022-02-08,123323.0,119523.31,0.0,0.0,House
Mark Takano,Male,Asian (Japanese),,,Yes,No,California,Representative,39,Won,,Mark Takano,DEM,"TAKANO, MARK",H,DEM,CA,39.0,C,I,1992-03-24,1254503.88,927262.28,491205.72,0.0,House
,,,,,,,,,,,,Mark Tallent,,"TALLENT, MARK",H,REP,KS,3.0,N,C,2022-05-21,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Mark Tashjian,,"TASHJIAN, MARK MR.",H,LIB,MA,6.0,C,C,2022-05-19,67960.0,67492.87,467.13,0.0,House
Mark Walker,Male,White,,,No,No,North Carolina,Senator,,Lost,,Mark Walker,REP,,,,,,,,,,,,,
Markwayne Mullin,Male,White,Native American (Cherokee),,No,No,Oklahoma,Senator (unexpired term),,Made runoff,Won,Markwayne Mullin,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Marla Godette,,"GODETTE, MARLA",H,W,IN,2.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marlin Anthony,,"ANTHONY, MARLIN DANIEL",H,REP,FL,9.0,C,C,2022-01-20,32450.23,32450.23,0.0,0.0,House
,,,,,,,,,,,,Marlon Onias,,"ONIAS, MARLON A.",H,DEM,FL,20.0,N,O,2021-04-13,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Marnisha Braggs,,"BRAGGS, MARNISHA BRECHE",H,DEM,MI,26.0,N,C,2020-11-19,0.0,0.0,0.0,0.0,House
Marques Dent,Male,Black,,,No,Yes,Maryland,Representative,2,Lost,,Marques Dent,DEM,"DENT, MARQUES MR.",H,DEM,MD,2.0,C,C,2022-01-19,5472.91,5051.7,421.21,0.0,House
Marsha Williams,Female,White,,,No,No,Illinois,Representative,17,Lost,,Marsha Williams,DEM,"WILLIAMS, MARSHA VIRIGINIA",H,DEM,IL,17.0,C,O,2020-12-24,59339.52,32745.08,50221.06,11242.89,House
Marshall Dawson,Male,Unknown,,,No,No,Colorado,Representative,2,Won,,Marshall Dawson,REP,"DAWSON, MARSHALL",H,REP,CO,2.0,C,C,2022-04-16,48943.09,34886.38,14056.71,0.0,House
,,,,,,,,,,,,Marshall Woods,,"WOODS, MARSHALL J",H,DEM,TX,17.0,N,C,2021-04-03,0.0,0.0,0.0,0.0,House
Martell D. Bivings,Male,Black,,,No,No,Michigan,Representative,13,Won,,Martell Bivings,REP,"BIVINGS, MARTELL DE'ANGELO",H,REP,MI,13.0,C,C,2022-04-19,106131.15,105776.03,355.12,0.0,House
,,,,,,,,,,,,Martha Belmont,,"BELMONT, MARTHA MRS",H,ICD,PA,28.0,N,C,2022-04-04,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Martha Flores-Gibson,,"FLORES-GIBSON, MARTHA ELENA DR",H,REP,CA,21.0,N,C,2021-08-25,116.0,0.0,0.0,0.0,House
Martin Alexander,Male,Black,,,No,No,Ohio,Representative,6,Lost,,Martin Alexander,DEM,"ALEXANDER, MARTIN",H,DEM,OH,6.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Martin Callan,,"CALLAN, MARTIN",H,W,AZ,5.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Martin Cowen,,"COWEN, MARTIN LINDSEY MR. III",H,LIB,GA,13.0,N,C,2018-03-06,2789.31,2868.83,0.0,0.0,House
Martin Etwop,Male,Black,,,No,Yes,Texas,Representative,2,Lost,,Martin Etwop,REP,"ETWOP, MARTIN",H,REP,TX,2.0,C,O,2021-08-27,20874.0,17013.5,3860.5,0.0,House
,,,,,,,,,,,,Martin Heberling,,"HEBERLING, MARTIN MATHIAS MR. III",H,DEM,OH,5.0,C,C,2022-03-06,14608.53,13245.06,0.0,0.0,House
Martin Hyde,Male,White,,,No,Yes,Florida,Representative,16,Lost,,Martin Hyde,REP,"HYDE, MARTIN",H,REP,FL,16.0,C,C,2021-04-05,230006.24,218209.79,11796.45,194000.0,House
Martin Heberling III,Male,White,,,No,No,Ohio,Representative,5,Lost,,Martin Iii,DEM,,,,,,,,,,,,,
Martin Lucas,Male,White,,,No,No,Indiana,Representative,1,Lost,,Martin Lucas,REP,"LUCAS, MARTIN",H,REP,IN,1.0,N,C,2022-01-31,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Martin Marks,,"MARKS, MARTIN J.",H,REP,FL,21.0,C,C,2022-01-13,240253.59,189872.94,50380.65,0.0,House
Marty Quinn,Male,White,,,No,No,Oklahoma,Representative,2,Lost,,Marty Quinn,REP,"QUINN, MARTY L",H,REP,OK,2.0,C,O,2022-03-02,234177.28,206358.67,27818.61,27000.0,House
Marvin Boguslawski,Male,Asian (Japanese),White,,No,No,North Carolina,Representative,6,Lost,,Marvin Boguslawski,REP,"BOGUSLAWSKI, MARVIN",H,REP,NC,6.0,C,C,2021-11-21,11047.0,11227.56,-1026.7,0.0,House
,,,,,,,,,,,,Marvin Haire,,"HAIRE, MARVIN JONATHAN",H,DEM,TX,36.0,C,C,2022-01-19,77614.16,77619.44,0.0,30000.0,House
Mary Brannon,Female,White,,,No,No,Oklahoma,Representative,4,Won,,Mary Brannon,DEM,"BRANNON, MARY",H,DEM,OK,4.0,N,C,,34849.65,-1632.0,0.0,0.0,House
,,,,,,,,,,,,Mary Brown,,"BROWN, MARY KATHLEEN",H,DEM,TX,13.0,C,C,2021-05-03,199193.86,180973.38,24208.51,11138.22,House
Mary Ann Contogiannis,Female,White,,,No,No,North Carolina,Representative,6,Lost,,Mary Contogiannis,REP,"CONTOGIANNIS, MARY ANN DR",H,REP,NC,6.0,C,C,2022-03-25,42075.0,33570.12,8504.88,25000.0,House
,,,,,,,,,,,,Mary Gorman,,"GORMAN, MARY",H,DEM,TN,3.0,C,C,2021-04-21,62513.68,68549.71,2047.35,0.0,House
,,,,,,,,,,,,Mary Hanusa,,"HANUSA, MARY ANN",H,REP,IA,3.0,C,C,2021-04-15,118409.44,118409.44,0.0,0.0,House
,,,,,,,,,,,,Mary Lutz,,"LUTZ, MARY ANN",H,DEM,CA,32.0,N,C,2016-08-20,0.0,0.0,0.0,0.0,House
Mary Maxwell,Female,White,,,No,No,New Hampshire,Representative,1,Lost,,Mary Maxwell,REP,"MAXWELL, MARY",H,REP,NH,1.0,N,C,,0.0,0.0,0.0,0.0,House
